order_item_id,order_id,product_id,quantity,discount,net_sales,profit
260,ORD000157,PROD0138,2,0.0,359.86,172.52
261,ORD000157,PROD0030,4,0.0,5081.36,2058.08
262,ORD000157,PROD0021,4,0.0,4749.76,1349.28
263,ORD000158,PROD0062,1,0.1,31.95,10.61
264,ORD000158,PROD0079,5,0.1,284.9,111.2
265,ORD000159,PROD0032,3,0.05,546.12,212.61
266,ORD000159,PROD0132,5,0.0,158.45,44.0
267,ORD000160,PROD0030,3,0.05,3620.47,1353.01
268,ORD000161,PROD0089,5,0.15,205.45,35.25
269,ORD000162,PROD0008,2,0.05,364.12,150.24
270,ORD000163,PROD0080,2,0.0,131.2,49.36
271,ORD000164,PROD0004,3,0.0,4190.61,1781.76
272,ORD000165,PROD0051,4,0.1,1935.18,490.42
273,ORD000165,PROD0142,1,0.0,87.89,34.33
274,ORD000166,PROD0119,4,0.0,195.6,79.84
275,ORD000167,PROD0050,1,0.0,88.65,38.59
276,ORD000168,PROD0051,1,0.1,483.79,122.6
277,ORD000168,PROD0086,5,0.2,402.24,104.74
278,ORD000169,PROD0068,5,0.0,418.9,158.2
279,ORD000169,PROD0088,4,0.2,136.8,8.56
280,ORD000169,PROD0084,3,0.1,258.88,74.38
281,ORD000170,PROD0004,3,0.05,3981.08,1572.23
282,ORD000170,PROD0061,5,0.05,335.87,129.82
283,ORD000170,PROD0031,3,0.1,957.1,208.57
284,ORD000171,PROD0084,2,0.0,191.76,68.76
285,ORD000171,PROD0045,3,0.1,1419.63,319.14
286,ORD000172,PROD0114,5,0.0,700.9,334.45
287,ORD000173,PROD0094,4,0.0,748.48,342.72
288,ORD000173,PROD0072,4,0.0,299.68,99.48
289,ORD000173,PROD0150,5,0.0,690.55,299.9
290,ORD000174,PROD0009,2,0.0,1854.98,642.82
291,ORD000174,PROD0067,2,0.1,90.43,35.23
292,ORD000174,PROD0020,1,0.1,161.95,47.04
293,ORD000175,PROD0004,5,0.0,6984.35,2969.6
294,ORD000175,PROD0139,4,0.0,639.08,275.2
295,ORD000176,PROD0113,4,0.0,138.0,47.4
296,ORD000176,PROD0047,1,0.05,588.27,223.7
297,ORD000177,PROD0017,5,0.1,258.88,92.88
298,ORD000177,PROD0012,2,0.05,1618.61,606.79
299,ORD000178,PROD0117,1,0.0,248.79,62.93
300,ORD000178,PROD0036,5,0.05,1801.72,411.52
301,ORD000178,PROD0021,3,0.05,3384.2,833.84
302,ORD000179,PROD0094,2,0.0,374.24,171.36
303,ORD000179,PROD0074,3,0.2,158.86,38.8
304,ORD000179,PROD0106,4,0.1,397.44,145.32
305,ORD000179,PROD0085,2,0.0,132.38,47.24
306,ORD000180,PROD0008,3,0.1,517.43,196.61
307,ORD000180,PROD0075,5,0.15,221.89,79.24
308,ORD000181,PROD0007,2,0.0,2200.08,824.6
309,ORD000181,PROD0098,5,0.1,404.59,99.84
310,ORD000181,PROD0111,3,0.15,680.85,219.9
311,ORD000182,PROD0107,2,0.05,107.48,26.8
312,ORD000182,PROD0017,3,0.1,155.33,55.73
313,ORD000183,PROD0045,5,0.05,2497.5,663.35
314,ORD000183,PROD0027,4,0.05,2179.79,490.91
315,ORD000184,PROD0111,4,0.1,961.2,346.6
316,ORD000184,PROD0004,5,0.0,6984.35,2969.6
317,ORD000185,PROD0027,1,0.0,573.63,151.41
318,ORD000186,PROD0066,3,0.05,209.5,55.15
319,ORD000187,PROD0104,3,0.0,774.09,233.07
320,ORD000188,PROD0083,4,0.0,54.4,24.16
321,ORD000189,PROD0110,2,0.1,36.34,6.48
322,ORD000189,PROD0091,5,0.0,1064.8,303.2
323,ORD000190,PROD0099,3,0.05,447.59,143.99
324,ORD000190,PROD0026,1,0.15,578.24,166.48
325,ORD000191,PROD0073,3,0.2,86.98,29.44
326,ORD000191,PROD0009,1,0.0,927.49,321.41
327,ORD000191,PROD0019,3,0.0,2572.89,956.82
328,ORD000191,PROD0095,4,0.1,363.64,134.6
329,ORD000192,PROD0038,3,0.1,2325.94,735.49
330,ORD000192,PROD0147,5,0.1,895.5,218.7
331,ORD000193,PROD0095,2,0.0,202.02,87.5
332,ORD000193,PROD0105,2,0.2,465.73,54.61
333,ORD000194,PROD0124,5,0.0,176.85,84.0
334,ORD000194,PROD0103,1,0.0,224.66,86.58
335,ORD000194,PROD0083,5,0.0,68.0,30.2
336,ORD000194,PROD0052,2,0.05,734.88,258.54
337,ORD000195,PROD0020,2,0.0,359.9,130.08
338,ORD000196,PROD0140,5,0.1,608.22,235.97
339,ORD000196,PROD0060,3,0.0,2527.62,795.9
340,ORD000197,PROD0054,3,0.05,472.33,172.03
341,ORD000198,PROD0059,5,0.0,492.6,204.05
342,ORD000198,PROD0020,5,0.05,854.76,280.21
343,ORD000199,PROD0081,2,0.05,105.87,26.75
344,ORD000200,PROD0010,5,0.05,6910.92,2680.02
345,ORD000201,PROD0126,1,0.0,200.9,88.0
346,ORD000201,PROD0028,3,0.0,2306.73,797.73
347,ORD000201,PROD0085,5,0.15,281.31,68.46
348,ORD000202,PROD0140,3,0.0,405.48,182.13
349,ORD000203,PROD0113,3,0.05,98.32,30.37
350,ORD000204,PROD0016,3,0.05,3199.12,1248.76
351,ORD000204,PROD0083,5,0.0,68.0,30.2
352,ORD000204,PROD0076,1,0.0,86.28,29.22
353,ORD000205,PROD0110,1,0.15,17.16,2.23
354,ORD000206,PROD0035,5,0.05,3425.8,1328.95
355,ORD000206,PROD0084,1,0.0,95.88,34.38
356,ORD000206,PROD0025,2,0.15,827.29,220.67
357,ORD000206,PROD0040,4,0.1,2705.58,604.5
358,ORD000207,PROD0122,4,0.05,450.0,127.6
359,ORD000207,PROD0039,1,0.1,395.58,143.8
360,ORD000207,PROD0128,2,0.0,163.92,43.38
361,ORD000208,PROD0106,1,0.0,110.4,47.37
362,ORD000209,PROD0059,5,0.1,443.34,154.79
363,ORD000209,PROD0023,3,0.0,4087.65,1044.21
364,ORD000210,PROD0099,3,0.0,471.15,167.55
365,ORD000211,PROD0107,5,0.0,282.85,81.15
366,ORD000211,PROD0011,5,0.0,5930.7,2297.35
367,ORD000212,PROD0010,5,0.0,7274.65,3043.75
368,ORD000213,PROD0014,1,0.0,1207.18,388.38
369,ORD000214,PROD0048,1,0.0,116.32,29.56
370,ORD000215,PROD0143,4,0.1,260.82,48.94
371,ORD000216,PROD0138,2,0.0,359.86,172.52
372,ORD000217,PROD0067,3,0.2,120.58,37.78
373,ORD000217,PROD0018,1,0.05,188.33,84.88
374,ORD000217,PROD0076,5,0.0,431.4,146.1
375,ORD000217,PROD0036,1,0.0,379.31,101.27
376,ORD000218,PROD0121,1,0.0,31.08,11.16
377,ORD000218,PROD0026,3,0.0,2040.84,805.56
378,ORD000219,PROD0053,2,0.0,1292.32,597.46
379,ORD000219,PROD0033,2,0.05,898.3,383.52
380,ORD000219,PROD0114,3,0.0,420.54,200.67
381,ORD000220,PROD0114,1,0.15,119.15,45.86
382,ORD000220,PROD0042,5,0.0,3332.45,1008.85
383,ORD000221,PROD0150,1,0.0,138.11,59.98
384,ORD000222,PROD0049,3,0.0,2618.37,1092.12
385,ORD000222,PROD0037,2,0.0,1795.52,817.0
386,ORD000223,PROD0139,3,0.0,479.31,206.4
387,ORD000223,PROD0087,3,0.05,199.78,42.58
388,ORD000223,PROD0146,3,0.05,152.47,33.97
389,ORD000224,PROD0072,3,0.2,179.81,29.66
390,ORD000224,PROD0140,2,0.0,270.32,121.42
391,ORD000225,PROD0064,4,0.0,428.56,166.12
392,ORD000226,PROD0134,3,0.15,257.22,54.24
393,ORD000226,PROD0092,4,0.0,265.88,123.68
394,ORD000227,PROD0134,1,0.0,100.87,33.21
395,ORD000228,PROD0034,2,0.15,542.28,112.44
396,ORD000228,PROD0014,2,0.0,2414.36,776.76
397,ORD000228,PROD0048,1,0.1,104.69,17.93
398,ORD000229,PROD0018,1,0.1,178.42,74.97
399,ORD000229,PROD0007,5,0.0,5500.2,2061.5
400,ORD000229,PROD0144,5,0.0,794.45,386.3
401,ORD000230,PROD0147,5,0.0,995.0,318.2
402,ORD000231,PROD0025,2,0.15,827.29,220.67
403,ORD000232,PROD0018,2,0.0,396.48,189.58
404,ORD000232,PROD0055,5,0.0,3808.4,1209.0
405,ORD000232,PROD0054,3,0.05,472.33,172.03
406,ORD000233,PROD0064,5,0.05,508.92,180.87
407,ORD000233,PROD0146,5,0.0,267.5,70.0
408,ORD000233,PROD0016,2,0.0,2245.0,944.76
409,ORD000234,PROD0097,2,0.1,536.22,109.18
410,ORD000234,PROD0007,4,0.15,3740.14,989.18
411,ORD000235,PROD0122,2,0.0,236.84,75.64
412,ORD000235,PROD0032,3,0.0,574.86,241.35
413,ORD000236,PROD0130,3,0.0,253.35,123.21
414,ORD000236,PROD0150,4,0.15,469.57,157.05
415,ORD000237,PROD0038,1,0.1,775.31,245.16
416,ORD000237,PROD0008,5,0.05,910.29,375.59
417,ORD000238,PROD0065,5,0.05,49.83,20.78
418,ORD000238,PROD0008,2,0.0,383.28,169.4
419,ORD000239,PROD0092,1,0.05,63.15,27.6
420,ORD000239,PROD0036,4,0.2,1213.79,101.63
421,ORD000240,PROD0091,3,0.0,638.88,181.92
422,ORD000241,PROD0043,5,0.15,3792.57,1027.07
423,ORD000241,PROD0087,4,0.0,280.4,70.8
424,ORD000242,PROD0055,2,0.0,1523.36,483.6
425,ORD000242,PROD0068,2,0.0,167.56,63.28
426,ORD000243,PROD0073,2,0.0,72.48,34.12
427,ORD000244,PROD0058,4,0.0,1366.04,580.48
428,ORD000245,PROD0048,4,0.0,465.28,118.24
429,ORD000245,PROD0102,1,0.0,286.07,119.63
430,ORD000246,PROD0069,5,0.0,378.35,131.35
431,ORD000247,PROD0103,3,0.15,572.88,158.64
432,ORD000248,PROD0103,5,0.05,1067.13,376.73
433,ORD000249,PROD0073,3,0.15,92.41,34.87
434,ORD000249,PROD0034,2,0.0,637.98,208.14
435,ORD000250,PROD0086,2,0.0,201.12,82.12
436,ORD000250,PROD0017,4,0.05,218.61,85.81
437,ORD000250,PROD0059,5,0.1,443.34,154.79
438,ORD000251,PROD0080,3,0.0,196.8,74.04
439,ORD000251,PROD0102,3,0.15,729.48,230.16
440,ORD000252,PROD0107,4,0.0,226.28,64.92
441,ORD000253,PROD0114,5,0.05,665.86,299.41
442,ORD000254,PROD0108,2,0.0,65.72,22.58
443,ORD000254,PROD0050,5,0.05,421.09,170.79
444,ORD000255,PROD0081,1,0.0,55.72,16.16
445,ORD000255,PROD0015,2,0.15,465.15,94.17
446,ORD000256,PROD0043,4,0.05,3391.01,1178.61
447,ORD000257,PROD0120,5,0.0,635.8,188.6
448,ORD000258,PROD0121,4,0.0,124.32,44.64
449,ORD000259,PROD0089,5,0.0,241.7,71.5
450,ORD000259,PROD0004,2,0.0,2793.74,1187.84
451,ORD000259,PROD0064,2,0.15,182.14,50.92
452,ORD000260,PROD0002,5,0.0,5021.3,2285.5
453,ORD000260,PROD0146,2,0.0,107.0,28.0
454,ORD000261,PROD0117,5,0.0,1243.95,314.65
455,ORD000262,PROD0087,3,0.0,210.3,53.1
456,ORD000262,PROD0069,1,0.0,75.67,26.27
457,ORD000263,PROD0013,5,0.0,4497.6,1821.45
458,ORD000264,PROD0098,4,0.1,323.68,79.88
459,ORD000265,PROD0087,4,0.0,280.4,70.8
460,ORD000265,PROD0098,5,0.05,427.07,122.32
461,ORD000266,PROD0117,3,0.1,671.73,114.15
462,ORD000267,PROD0052,1,0.1,348.1,109.93
463,ORD000268,PROD0063,2,0.0,160.9,63.06
464,ORD000268,PROD0083,5,0.0,68.0,30.2
465,ORD000269,PROD0023,1,0.0,1362.55,348.07
466,ORD000269,PROD0056,1,0.1,325.18,73.68
467,ORD000270,PROD0147,5,0.0,995.0,318.2
468,ORD000271,PROD0079,1,0.05,60.14,25.4
469,ORD000272,PROD0111,4,0.05,1014.6,400.0
470,ORD000272,PROD0125,5,0.0,932.75,384.4
471,ORD000272,PROD0022,5,0.0,3250.1,991.95
472,ORD000273,PROD0087,4,0.0,280.4,70.8
473,ORD000274,PROD0080,5,0.0,328.0,123.4
474,ORD000274,PROD0119,1,0.1,44.01,15.07
475,ORD000275,PROD0042,5,0.0,3332.45,1008.85
476,ORD000275,PROD0100,1,0.0,125.05,60.16
477,ORD000276,PROD0128,1,0.2,65.57,5.3
478,ORD000276,PROD0085,4,0.0,264.76,94.48
479,ORD000276,PROD0145,4,0.0,172.28,55.64
480,ORD000276,PROD0009,2,0.05,1762.23,550.07
481,ORD000277,PROD0014,1,0.05,1146.82,328.02
482,ORD000278,PROD0134,5,0.0,504.35,166.05
483,ORD000278,PROD0150,3,0.0,414.33,179.94
484,ORD000279,PROD0127,4,0.05,278.62,87.9
485,ORD000280,PROD0123,1,0.05,219.62,68.42
486,ORD000281,PROD0138,1,0.1,161.94,68.27
487,ORD000282,PROD0098,5,0.0,449.55,144.8
488,ORD000282,PROD0117,4,0.2,796.13,52.69
489,ORD000282,PROD0094,5,0.0,935.6,428.4
490,ORD000283,PROD0003,4,0.05,5487.69,1751.69
491,ORD000284,PROD0119,4,0.0,195.6,79.84
